ENTITY	COUNT	WINDOWSIZE1	WINDOWSIZE2	WINDOWSIZE3	WINDOWSIZE4	WINDOWSIZE5
equal employment opportunity commission	1	N/A	N/A	N/A	N/A	N/A
continuous reception	1	N/A	N/A	N/A	N/A	N/A
phasor measurement units	1	N/A	N/A	N/A	N/A	N/A
ngssoftware insight security research	1	N/A	N/A	N/A	N/A	N/A
unique resource locations	1	N/A	N/A	N/A	N/A	N/A
collective matrix factorixation	1	N/A	N/A	N/A	N/A	N/A
websphere process server	1	N/A	N/A	N/A	PROBLEM PM:1	N/A
nugget management system	1	N/A	N/A	N/A	PROBLEM PM:1	N/A
complex value type	1	N/A	N/A	N/A	N/A	N/A
dynamic inventor company topic	1	N/A	N/A	N/A	N/A	METHOD MD:1
simultaneous weighting	1	N/A	N/A	N/A	METHOD MD:1	N/A
historica deviation	1	N/A	N/A	N/A	N/A	N/A
integrated absolute error	1	N/A	N/A	METRIC MC:1	N/A	N/A
diagnosis procedure combination	1	N/A	N/A	N/A	PROBLEM PM:1	N/A
joint statistical meetings	1	N/A	N/A	N/A	N/A	N/A
host transition	1	N/A	N/A	N/A	N/A	N/A
high dimensional spatial database	1	N/A	N/A	N/A	N/A	N/A
client unit executive	1	N/A	N/A	N/A	N/A	N/A
discrete empirical interpolation method	1	N/A	N/A	N/A	N/A	N/A
multi view classification	1	N/A	N/A	N/A	METHOD MD:1	N/A
mini bus services	1	N/A	N/A	N/A	N/A	N/A
decentralized source code management	1	N/A	N/A	N/A	N/A	N/A
shareable content object reference model	1	N/A	N/A	N/A	N/A	N/A
taxonomy encoded anonymity	1	N/A	N/A	N/A	N/A	N/A
graph coupled hidden markov model	1	N/A	N/A	N/A	N/A	N/A
random marked point process	1	N/A	N/A	N/A	N/A	N/A
random filler models	1	N/A	N/A	N/A	N/A	N/A
minimum weighting system	1	N/A	N/A	N/A	METHOD MD:2	N/A
contextual information portal	1	N/A	N/A	N/A	N/A	PROBLEM PM:1
wireless emergency alerts	1	N/A	N/A	N/A	N/A	N/A
trip advisor system	1	N/A	N/A	N/A	N/A	N/A
exclusive lowest common ancestor	1	N/A	N/A	N/A	N/A	N/A
visual organization features	1	N/A	N/A	N/A	N/A	N/A
small programmable object technologies	1	N/A	N/A	N/A	N/A	N/A
strict backward dependency	1	N/A	N/A	N/A	N/A	N/A
discretised normalised	1	N/A	N/A	N/A	N/A	N/A
software product lines conference	1	N/A	N/A	METHOD MD:1 PM:1	N/A	N/A
coleman index	1	N/A	N/A	N/A	N/A	N/A
protein date bank	1	N/A	N/A	N/A	N/A	N/A
simple operation matchmaker	1	N/A	N/A	N/A	N/A	N/A
chemistry development kit	1	N/A	N/A	N/A	N/A	N/A
interrupted others	1	N/A	N/A	N/A	N/A	N/A
compressed sparse rows	1	N/A	N/A	N/A	N/A	N/A
short term interest models	1	N/A	N/A	N/A	N/A	N/A
hyperbolic tree layout	1	N/A	N/A	N/A	N/A	N/A
wireless local area network	1	N/A	N/A	N/A	N/A	DATASET DT:1
path to success	1	N/A	N/A	N/A	N/A	N/A
automatic speech recognizers	1	N/A	N/A	N/A	N/A	N/A
value based design	1	N/A	N/A	N/A	N/A	N/A
iterative candidate selection algorithm	1	N/A	N/A	N/A	N/A	N/A
extended kalman filter	1	N/A	N/A	N/A	N/A	N/A
obligatory passage point	1	N/A	N/A	N/A	N/A	N/A
support measure machine	1	N/A	N/A	N/A	METHOD MD:1	N/A
complementary but disjoint	1	N/A	N/A	N/A	N/A	N/A
operation history list	1	N/A	N/A	N/A	N/A	N/A
maximal segment size	1	N/A	N/A	N/A	N/A	N/A
inverse fast fourier transform	1	N/A	N/A	N/A	N/A	N/A
music encoding initiative	1	N/A	N/A	N/A	N/A	N/A
document concept set	1	N/A	N/A	N/A	N/A	N/A
stochastic multi armed bandit	1	N/A	N/A	N/A	N/A	N/A
object constraints language	1	N/A	N/A	N/A	N/A	N/A
audio engineering society	1	N/A	N/A	N/A	N/A	N/A
global research outreach	1	N/A	N/A	N/A	N/A	N/A
copula bayesian network	1	N/A	N/A	N/A	N/A	N/A
unmanned aerial vehicles	1	N/A	N/A	N/A	N/A	N/A
indexed lookup eager	1	N/A	N/A	N/A	N/A	N/A
mel frequency coefficients	1	N/A	N/A	N/A	N/A	N/A
co occurrence data embedding	1	N/A	METHOD MD:1	N/A	N/A	N/A
mathematical knowledge	1	N/A	N/A	N/A	N/A	N/A
query frequency stability	1	N/A	N/A	N/A	N/A	N/A
antecedent confidence support	1	N/A	N/A	N/A	N/A	N/A
conditional infomax feature extraction	1	N/A	N/A	N/A	N/A	N/A
positive inclusions	1	N/A	N/A	N/A	N/A	N/A
best pure partitions	1	N/A	N/A	N/A	N/A	N/A
infomation managment assistant	1	N/A	N/A	N/A	N/A	PROBLEM PM:1
cluster on demand	1	N/A	N/A	N/A	N/A	N/A
amazon machine image	1	N/A	N/A	N/A	N/A	N/A
dynamic classi.er weighting	1	N/A	N/A	METRIC MC:1	N/A	N/A
symmetric diagonally dominant	1	N/A	N/A	N/A	N/A	N/A
the encoded anonymity	1	N/A	N/A	N/A	N/A	N/A
irritable bowel syndrome	1	N/A	N/A	N/A	N/A	DATASET DT:1
random utility models	1	N/A	N/A	N/A	N/A	N/A
concept frame graph	1	N/A	N/A	N/A	N/A	N/A
cumuli geometric centroid	1	N/A	N/A	N/A	N/A	N/A
karush kuhn tucher	1	N/A	N/A	N/A	N/A	N/A
positive feedback percent	1	N/A	N/A	N/A	N/A	N/A
likely positives	1	N/A	N/A	N/A	N/A	N/A
mean response volume	1	N/A	N/A	N/A	N/A	N/A
system development life cycle	1	N/A	N/A	N/A	N/A	METHOD MD:1 PM:1
text analysis conference2	1	N/A	N/A	N/A	N/A	N/A
weighted regularized matrix factorization	1	N/A	N/A	N/A	N/A	N/A
system dependence graph	1	N/A	N/A	N/A	N/A	N/A
different distribution partitioning	1	N/A	N/A	N/A	N/A	N/A
hierarchal dirichlet processes	1	N/A	N/A	N/A	N/A	N/A
biased cross validation	1	N/A	N/A	N/A	N/A	N/A
designated market areas	1	N/A	N/A	N/A	N/A	N/A
latent drichlet association	1	N/A	N/A	METHOD MD:1	N/A	N/A
advanced message queueing protocol	1	N/A	N/A	N/A	N/A	N/A
chinese football association	1	N/A	N/A	N/A	N/A	N/A
specific correspondence topic models	1	N/A	N/A	N/A	N/A	N/A
minimum itemset support	1	N/A	N/A	N/A	N/A	N/A
mildly cognitively impaired	1	N/A	N/A	N/A	N/A	N/A
online multimodal distance learning	1	N/A	METHOD MD:1	N/A	N/A	N/A
short messaging service	1	N/A	N/A	N/A	N/A	N/A
normal synthetic data generation	1	METHOD MD:1	N/A	DATASET DT:1	N/A	N/A
simple queue service	1	N/A	N/A	N/A	N/A	N/A
maximium likelihood	1	N/A	N/A	N/A	N/A	N/A
item grouping algorithm	1	N/A	N/A	N/A	N/A	N/A
general fuzzy disjunctive query	1	N/A	N/A	N/A	N/A	N/A
inter quartile distance	1	N/A	N/A	N/A	N/A	N/A
specified prediction windows	1	N/A	N/A	N/A	N/A	N/A
edusource communication layer	1	N/A	N/A	METHOD MD:1	N/A	N/A
data empirical distribution	1	N/A	N/A	N/A	N/A	N/A
message oriented model	1	N/A	N/A	N/A	N/A	N/A
individual spam features	1	N/A	N/A	N/A	N/A	N/A
invocation helper	1	N/A	N/A	N/A	N/A	N/A
gaussian discriminant analysis	1	N/A	N/A	N/A	N/A	N/A
multivariate randomized response	1	N/A	PROBLEM PM:1	N/A	PROBLEM PM:1	N/A
injection knowledge manager	1	N/A	N/A	METHOD MD:1	N/A	N/A
hadoop data file system	1	N/A	N/A	N/A	N/A	DATASET DT:1
approximation correlation	1	N/A	N/A	N/A	N/A	N/A
organization risk analyzer	1	N/A	N/A	METRIC MC:1	N/A	N/A
data access objects	1	N/A	N/A	N/A	N/A	N/A
bn augmented na¨ıvebayes	1	N/A	N/A	N/A	N/A	N/A
data manipulation language	1	N/A	N/A	N/A	N/A	N/A
generalized goel okumoto	1	N/A	N/A	N/A	N/A	N/A
result collection modules	1	N/A	N/A	N/A	N/A	N/A
largest size increase	1	N/A	N/A	N/A	METHOD MD:1	N/A
comparative web browser	1	N/A	N/A	N/A	N/A	N/A
decision making unit	1	N/A	N/A	N/A	N/A	DATASET DT:1
effective isotropic radiated power	1	N/A	N/A	N/A	N/A	N/A
post click conversions	1	N/A	N/A	N/A	N/A	N/A
merging partial relations	1	N/A	N/A	N/A	N/A	N/A
relational bayesian network	1	N/A	N/A	N/A	N/A	N/A
empirical orthogonal functions	1	N/A	N/A	N/A	N/A	N/A
multi reader multi case	1	N/A	N/A	N/A	N/A	N/A
deliver computer	1	N/A	N/A	N/A	N/A	N/A
three point binary search	1	N/A	N/A	N/A	METHOD MD:1	N/A
normalized relative information gain	1	N/A	N/A	N/A	N/A	N/A
naive click model	1	N/A	N/A	N/A	N/A	N/A
cited half life	1	N/A	N/A	N/A	N/A	N/A
auto correlation function	1	N/A	N/A	N/A	N/A	N/A
software isolated processes	1	N/A	N/A	N/A	N/A	N/A
author publication network	1	N/A	N/A	N/A	DATASET DT:1	N/A
reduced support vector machine	1	N/A	N/A	N/A	N/A	N/A
innovation outliers	1	N/A	N/A	N/A	N/A	N/A
national drug code	1	N/A	N/A	N/A	N/A	N/A
domain abstract representations	1	N/A	N/A	N/A	N/A	N/A
probabilistic context free gramma	1	N/A	N/A	N/A	METHOD MD:1	DATASET DT:1
predicted relevant forms	1	N/A	N/A	N/A	N/A	N/A
hierarchical faceted categories	1	N/A	N/A	N/A	N/A	N/A
graph neural networks	1	N/A	N/A	N/A	N/A	N/A
governmental advisory committee	1	N/A	N/A	N/A	N/A	N/A
british columbia assessment authority	1	N/A	N/A	N/A	DATASET DT:1	N/A
context focused crawler	1	N/A	N/A	N/A	N/A	N/A
behavioral monitoring specification language	1	N/A	N/A	N/A	N/A	N/A
digital resource description	1	N/A	N/A	N/A	N/A	N/A
guidance without override	1	N/A	N/A	N/A	N/A	N/A
national cancer institute2	1	N/A	N/A	N/A	N/A	N/A
executive corporation network	1	N/A	N/A	N/A	DATASET DT:1	N/A
virtual online shop	1	N/A	N/A	N/A	N/A	N/A
international music score library project	1	N/A	N/A	N/A	N/A	N/A
most recently used	1	N/A	N/A	N/A	N/A	N/A
device independent authoring	1	N/A	N/A	N/A	N/A	N/A
attribute value templates	1	N/A	N/A	N/A	N/A	N/A
add as clause	1	N/A	N/A	N/A	N/A	N/A
global network positioning	1	N/A	N/A	N/A	N/A	N/A
united states patent classification	1	N/A	N/A	N/A	PROBLEM PM:1	N/A
conjunctive regular path query	1	N/A	N/A	N/A	N/A	N/A
wisconsin diagnosis breast cancer	1	N/A	N/A	N/A	N/A	N/A
static semantic degree of interest	1	N/A	N/A	N/A	N/A	N/A
multi source multi destination	1	N/A	N/A	N/A	N/A	N/A
self help groups	1	N/A	N/A	N/A	N/A	N/A
normalized value similarity	1	N/A	N/A	N/A	N/A	N/A
reinforced poisson model	1	N/A	N/A	N/A	N/A	N/A
longest common preflx	1	N/A	N/A	N/A	N/A	N/A
semi infinite program	1	N/A	N/A	N/A	N/A	N/A
direct neighbor outlier detection algorithm	1	N/A	N/A	N/A	METHOD MD:1	N/A
stream sequence numbers	1	N/A	N/A	N/A	N/A	N/A
minimax concave penalty	1	N/A	N/A	N/A	N/A	N/A
expectaton maximization	1	N/A	N/A	N/A	METHOD MD:2	N/A
shareable content object reference model8	1	N/A	N/A	N/A	N/A	N/A
client activated objects’	1	N/A	N/A	N/A	N/A	N/A
ontological improvement	1	N/A	N/A	N/A	METRIC MC:1	N/A
predictive assocation rules	1	N/A	N/A	N/A	N/A	N/A
traffic acquisition cost	1	N/A	N/A	N/A	N/A	N/A
balanced parentheses encoding	1	N/A	N/A	N/A	METHOD MD:1	N/A
client technical specialist	1	N/A	N/A	N/A	N/A	N/A
technische universitaet hamburg harburg	1	N/A	N/A	N/A	N/A	N/A
linear neighborhood propagation	1	N/A	METHOD MD:1	N/A	N/A	N/A
non revenue water	1	N/A	N/A	N/A	N/A	N/A
base station controllers	1	N/A	N/A	N/A	N/A	N/A
search engine monetization	1	N/A	N/A	N/A	N/A	N/A
aikaike information criterion	1	N/A	N/A	N/A	N/A	N/A
international semantic web conferenc	1	N/A	N/A	N/A	N/A	N/A
instances actively processed	1	N/A	N/A	N/A	N/A	N/A
edusource communications language	1	N/A	N/A	N/A	N/A	N/A
state inpatient databases	1	N/A	N/A	N/A	N/A	N/A
b barrel finder	1	N/A	N/A	N/A	N/A	N/A
constant rebalanced portfolios	1	N/A	N/A	N/A	N/A	N/A
common tutoring object platform	1	N/A	N/A	N/A	N/A	N/A
moving object cache	1	N/A	N/A	N/A	N/A	N/A
safety pilot model deployment	1	N/A	DATASET DT:1	N/A	DATASET DT:1	N/A
smart configuration items	1	N/A	N/A	N/A	N/A	N/A
cyber physical networking systems	1	N/A	N/A	N/A	N/A	N/A
aerosol time of flight mass spectrometer	1	N/A	N/A	N/A	N/A	N/A
inverted prüfer sequence	1	N/A	N/A	N/A	N/A	N/A
detail generalization hierarchy	1	N/A	N/A	N/A	N/A	N/A
riot points	1	N/A	N/A	N/A	N/A	N/A
annual percentage yield	1	N/A	N/A	N/A	N/A	N/A
incremental latent dirichlet allocation	1	N/A	N/A	N/A	METHOD MD:1	N/A
model—markov logic networks	1	N/A	N/A	N/A	N/A	N/A
news front end	1	N/A	N/A	N/A	N/A	N/A
reusable dialog components	1	N/A	N/A	N/A	N/A	PROBLEM PM:1
recursive query expansion	1	N/A	N/A	N/A	N/A	N/A
certifying authority	1	N/A	N/A	N/A	N/A	N/A
linknge differential	1	N/A	N/A	N/A	N/A	N/A
lowest greater elements	1	N/A	N/A	N/A	N/A	N/A
high order cycles	1	N/A	N/A	METHOD MD:1	N/A	N/A
cost to bid	1	N/A	N/A	N/A	N/A	N/A
zen buddhism	1	N/A	N/A	N/A	N/A	N/A
time series knowledge representation	1	N/A	N/A	N/A	N/A	N/A
and structural difference	1	N/A	N/A	N/A	METRIC MC:1	N/A
regularized principal graph	1	N/A	N/A	N/A	N/A	N/A
cycles per instruction	1	N/A	N/A	N/A	N/A	N/A
text encoding initiative	1	N/A	N/A	N/A	N/A	N/A
data envelope analysis	1	N/A	N/A	N/A	METHOD MD:1	N/A
exceeding margintechnique	1	N/A	N/A	N/A	N/A	N/A
unexpected browsing behavior	1	N/A	N/A	N/A	N/A	N/A
negative logarithmic likelihood	1	N/A	N/A	N/A	N/A	N/A
successful projection algorithm	1	N/A	N/A	N/A	N/A	N/A
query publisher advertiser	1	N/A	N/A	N/A	N/A	N/A
enterprise resources planning	1	N/A	N/A	N/A	N/A	N/A
exponential series	1	N/A	N/A	N/A	N/A	N/A
multiple kernel anomaly detection	1	N/A	N/A	N/A	METHOD MD:1	N/A
surface airways	1	N/A	N/A	N/A	DATASET DT:1	N/A
labeled transition systems	1	N/A	N/A	N/A	N/A	N/A
learning technology task force	1	N/A	N/A	N/A	N/A	N/A
domain validated	1	N/A	N/A	N/A	N/A	N/A
contend based classifier	1	N/A	N/A	N/A	N/A	N/A
northern illinois university	1	N/A	N/A	N/A	N/A	N/A
pattern taxonomy models	1	N/A	N/A	DATASET DT:1	N/A	N/A
extended preferential attachment	1	N/A	N/A	N/A	N/A	N/A
small samples size	1	N/A	N/A	N/A	PROBLEM PM:1	N/A
web behavior model	1	N/A	N/A	N/A	N/A	N/A
vintage car	1	N/A	N/A	N/A	N/A	N/A
agent message router	1	N/A	N/A	N/A	N/A	N/A
acute lymphoblastic leukaemia	1	N/A	N/A	N/A	N/A	N/A
universal resources identifiers	1	N/A	N/A	N/A	N/A	N/A
tropical rainfall measurement mission	1	N/A	N/A	N/A	N/A	DATASET DT:1
general circulation models	1	N/A	N/A	N/A	N/A	N/A
managing improvement	1	N/A	N/A	N/A	N/A	N/A
application measurement interface	1	N/A	N/A	N/A	N/A	N/A
session control block	1	N/A	N/A	N/A	N/A	N/A
google flue trends	1	N/A	N/A	N/A	N/A	N/A
international prognostic index	1	N/A	N/A	N/A	N/A	N/A
stock keeping unit	1	N/A	N/A	N/A	N/A	N/A
membership assertion	1	N/A	N/A	N/A	N/A	N/A
optimally action extraction	1	N/A	PROBLEM PM:1	N/A	N/A	N/A
factorized information criterion	1	N/A	N/A	N/A	N/A	N/A
connected component labeling	1	N/A	N/A	N/A	N/A	N/A
mean zero one error	1	N/A	N/A	N/A	N/A	N/A
adaptive density filter	1	N/A	N/A	METHOD MD:1	N/A	N/A
average total mutual information	1	N/A	N/A	N/A	N/A	METRIC MC:1
point of service	1	N/A	N/A	N/A	N/A	N/A
allowable qualifier	1	N/A	N/A	N/A	N/A	N/A
inductive monitoring system	1	N/A	N/A	N/A	N/A	N/A
non government organization	1	N/A	N/A	N/A	N/A	N/A
combined behavior specific usertopic matrix	1	N/A	N/A	N/A	N/A	N/A
digital object id	1	N/A	N/A	PROBLEM PM:1	N/A	N/A
lempel ziv welch	1	N/A	N/A	N/A	N/A	DATASET DT:1
average variance extracted	1	N/A	N/A	N/A	N/A	N/A
mean root square error	1	N/A	N/A	N/A	N/A	METRIC MC:1
international conference on neural information processing	1	N/A	N/A	N/A	N/A	N/A
international ice patrol	1	N/A	N/A	N/A	N/A	N/A
scan eager	1	N/A	N/A	N/A	N/A	N/A
likely negatives	1	N/A	N/A	N/A	N/A	N/A
entity based clustering	1	N/A	N/A	N/A	N/A	N/A
support difference constraint	1	N/A	N/A	N/A	N/A	N/A
service matter experts	1	N/A	N/A	N/A	N/A	N/A
open mind common sense	1	N/A	N/A	N/A	N/A	N/A
international maritime organization	1	N/A	N/A	N/A	N/A	N/A
discrepancy between similarities	1	N/A	METRIC MC:1	N/A	N/A	N/A
universal resource locator	1	N/A	N/A	N/A	N/A	N/A
fleet metoc advance concepts lab	1	N/A	N/A	N/A	N/A	N/A
best complete partitioning	1	N/A	N/A	N/A	N/A	N/A
edge data manager	1	N/A	N/A	N/A	N/A	N/A
adjusted variation information	1	N/A	N/A	N/A	N/A	N/A
selection postponed	1	N/A	N/A	N/A	METHOD MD:1	N/A
cost per milli	1	N/A	N/A	N/A	METHOD MD:1	N/A
berkeley style sheets	1	N/A	N/A	N/A	N/A	N/A
fuzzy classifier	1	N/A	N/A	N/A	N/A	N/A
dynamic delayed selective	1	N/A	N/A	N/A	N/A	N/A
values sensitive design	1	N/A	N/A	N/A	N/A	METRIC MC:1
primary care trusts	1	N/A	N/A	N/A	N/A	N/A
paralogous verification method	1	N/A	N/A	N/A	N/A	N/A
inductive logical programming	1	N/A	METHOD MD:1	N/A	N/A	N/A
minimal description length principle	1	N/A	N/A	PROBLEM PM:1	N/A	N/A
genetic fuzzy rule based systems	1	N/A	N/A	N/A	N/A	N/A
random candidate	1	N/A	N/A	N/A	N/A	N/A
network operation systems	1	N/A	N/A	N/A	N/A	N/A
shortcut click	1	N/A	N/A	N/A	N/A	N/A
communicating finite state machine	1	N/A	N/A	N/A	METHOD MD:1	N/A
suppression error	1	N/A	N/A	N/A	N/A	DATASET DT:1
world wide tables	1	N/A	METHOD MD:1	N/A	N/A	N/A
event processing1	1	N/A	N/A	N/A	N/A	N/A
identical by descent	1	N/A	N/A	N/A	N/A	N/A
echo state network	1	N/A	N/A	N/A	N/A	N/A
member content similarity	1	N/A	N/A	N/A	N/A	N/A
lightning imaging sensor	1	N/A	N/A	N/A	N/A	N/A
alternating decision trees	1	N/A	N/A	N/A	N/A	N/A
asymmetric clustering model	1	N/A	N/A	N/A	N/A	N/A
path travel time estimation	1	N/A	N/A	METHOD MD:1	N/A	N/A
global document annotation	1	N/A	N/A	N/A	N/A	N/A
single program multiple data	1	N/A	N/A	N/A	METHOD MD:1	N/A
kernel logistic regresions	1	N/A	N/A	N/A	N/A	N/A
median neighbor degree	1	N/A	N/A	N/A	N/A	N/A
message stream encryption	1	N/A	PROBLEM PM:1	N/A	N/A	N/A
adaptive conformal transformation	1	N/A	N/A	N/A	N/A	N/A
affiliation graph model	1	N/A	N/A	N/A	N/A	N/A
radio network controller	1	N/A	N/A	N/A	N/A	N/A
single page application	1	N/A	N/A	N/A	N/A	N/A
web service level agreement	1	N/A	N/A	N/A	N/A	N/A
compact lowest common ancestor	1	N/A	N/A	N/A	N/A	N/A
marginal maximum a posterior	1	N/A	N/A	N/A	N/A	N/A
vertical refresh rate	1	N/A	N/A	N/A	N/A	N/A
semantic fingerprint vector	1	N/A	N/A	N/A	N/A	N/A
indirect catalog creation	1	N/A	METHOD MD:1	N/A	N/A	N/A
electronic numerical integrator and computer	1	N/A	N/A	N/A	N/A	N/A
unsupervised discriminative feature selection	1	N/A	N/A	N/A	N/A	N/A
hotspot and ndvi differencing synergy	1	N/A	N/A	N/A	N/A	N/A
wind vector cell	1	N/A	N/A	N/A	N/A	N/A
chinese speech synthesis markup language	1	N/A	N/A	N/A	N/A	N/A
implicated relatedness	1	N/A	N/A	N/A	N/A	N/A
conference on spatial information theory	1	N/A	N/A	N/A	N/A	N/A
general noun corpus	1	N/A	N/A	N/A	N/A	N/A
minimum item supports	1	N/A	N/A	N/A	N/A	N/A
partial directed acyclic graph	1	N/A	N/A	N/A	N/A	N/A
telecom web services server3	1	N/A	N/A	N/A	N/A	N/A
content vector similarity	1	METHOD MD:1	N/A	N/A	N/A	N/A
mean absolution error	1	N/A	N/A	N/A	N/A	N/A
kernel principle component analysis	1	N/A	N/A	N/A	N/A	N/A
seminar assignment problem	1	N/A	N/A	N/A	N/A	N/A
symmetric multi processors	1	N/A	N/A	N/A	N/A	PROBLEM PM:1
mean average relative error	1	N/A	N/A	N/A	N/A	N/A
security assertion markup language	1	N/A	N/A	N/A	N/A	N/A
site level link alliance	1	N/A	N/A	N/A	N/A	N/A
bradley terry luce	1	N/A	N/A	N/A	METHOD MD:1	N/A
demographics model	1	N/A	N/A	N/A	N/A	N/A
collaborative knowledge semantic graphs image search	1	N/A	N/A	N/A	PROBLEM PM:1	N/A
maximum margin relevance	1	N/A	N/A	N/A	N/A	N/A
internet assigned numbers authority	1	N/A	N/A	N/A	N/A	N/A
air quality indices	1	N/A	N/A	N/A	N/A	N/A
intelligent agent technologies	1	N/A	N/A	N/A	N/A	N/A
quadratically constrained quaratic program	1	N/A	N/A	N/A	N/A	N/A
kernel tensor minimax probability machine	1	N/A	N/A	N/A	N/A	N/A
maintainability index	1	N/A	N/A	N/A	N/A	N/A
probable rows invariant	1	N/A	N/A	N/A	N/A	N/A
universal video capturing	1	N/A	N/A	N/A	N/A	N/A
back propagation through time	1	N/A	N/A	N/A	N/A	N/A
credit suisse first boston	1	N/A	N/A	N/A	N/A	N/A
universum support vector machine	1	N/A	N/A	N/A	N/A	N/A
left temporal depth	1	N/A	N/A	N/A	N/A	N/A
bayesian network power constructor	1	N/A	N/A	N/A	N/A	N/A
nonnegative matrix factorization6	1	N/A	N/A	N/A	N/A	N/A
resource definition format	1	N/A	N/A	N/A	N/A	N/A
random degree node	1	N/A	N/A	N/A	N/A	N/A
initial public offering	1	N/A	N/A	N/A	N/A	N/A
least squared deviance	1	N/A	N/A	N/A	N/A	N/A
global forecast system	1	N/A	N/A	N/A	N/A	N/A
accountability in rdf	1	N/A	N/A	N/A	N/A	N/A
rosette language processing	1	N/A	N/A	N/A	N/A	N/A
semantic correlation matching	1	N/A	METHOD MD:1	N/A	N/A	N/A
european learning styles information network	1	N/A	N/A	N/A	N/A	N/A
discreet cosine transform	1	N/A	N/A	N/A	N/A	N/A
hashtags gold standard	1	N/A	N/A	N/A	N/A	N/A
mean sea levels	1	N/A	N/A	N/A	N/A	N/A
sas users group international	1	N/A	N/A	N/A	N/A	N/A
temporal event matrix representation	1	N/A	N/A	DATASET DT:1	N/A	N/A
emerging patterns mining	1	N/A	N/A	N/A	N/A	N/A
links reversed	1	N/A	N/A	N/A	N/A	N/A
relational markov decision processes	1	N/A	N/A	N/A	N/A	METHOD MD:1
minorities at risk organizational behavior	1	N/A	N/A	N/A	DATASET DT:1	N/A
double pareto log normal	1	N/A	N/A	N/A	N/A	N/A
local lexical matching	1	N/A	N/A	N/A	METHOD MD:2	N/A
traffic indication map	1	N/A	N/A	N/A	N/A	N/A
near linear agglomerative clustering	1	N/A	N/A	N/A	N/A	N/A
provider search agents	1	N/A	N/A	N/A	N/A	N/A
model based likelihood estimation	1	N/A	N/A	N/A	N/A	N/A
kernelbased supervised hashing	1	N/A	N/A	N/A	N/A	N/A
democratic national convention	1	N/A	N/A	N/A	N/A	N/A
dbpedia description	1	N/A	N/A	N/A	N/A	N/A
object phrase	1	N/A	N/A	N/A	N/A	N/A
english defence league	1	N/A	N/A	N/A	N/A	N/A
multi function device	1	N/A	N/A	N/A	N/A	N/A
direct catalog creation	1	N/A	N/A	N/A	N/A	N/A
cancer survivors network1	1	N/A	N/A	N/A	N/A	N/A
variational information	1	N/A	N/A	N/A	N/A	N/A
screening rate ratio	1	N/A	N/A	N/A	N/A	N/A
embedded catalog tree	1	N/A	N/A	N/A	N/A	N/A
tainted symbol table	1	N/A	N/A	N/A	N/A	N/A
stochastic greedy routing	1	N/A	N/A	N/A	METHOD MD:1	N/A
atlanta regional commission	1	N/A	N/A	N/A	N/A	N/A
load store units	1	N/A	N/A	N/A	N/A	N/A
ordinary linear regression	1	N/A	N/A	N/A	N/A	N/A
value added tax	1	N/A	N/A	N/A	N/A	N/A
continuous distributed clustering	1	N/A	N/A	N/A	METHOD MD:1	N/A
partially observable markov decision process	1	N/A	N/A	N/A	N/A	N/A
national drug early warning system	1	N/A	N/A	N/A	N/A	N/A
resolver model	1	N/A	N/A	N/A	N/A	N/A
association computational linguistics	1	N/A	N/A	N/A	N/A	N/A
conditional inference trees	1	N/A	N/A	N/A	N/A	N/A
el ni˜no southern oscilliation	1	N/A	N/A	N/A	N/A	N/A
query aspect modeling	1	N/A	N/A	N/A	N/A	N/A
matsui reciprocal rank	1	N/A	N/A	N/A	N/A	N/A
modular ocean data assimilation system	1	N/A	N/A	N/A	N/A	N/A
trustworthiness level assignment	1	N/A	N/A	N/A	N/A	N/A
relational density estimation	1	N/A	N/A	N/A	N/A	N/A
personalized learning system	1	N/A	N/A	N/A	N/A	N/A
varying coefficient model	1	N/A	N/A	N/A	METHOD MD:1	N/A
compress set	1	N/A	N/A	N/A	N/A	N/A
greenwich mean time	1	N/A	N/A	N/A	N/A	N/A
signaling cipher suite value	1	N/A	N/A	N/A	N/A	N/A
dynamic cost bounding	1	N/A	N/A	N/A	N/A	N/A
geographic localization information	1	N/A	N/A	N/A	N/A	N/A
harmonic pitch class profile	1	N/A	N/A	N/A	N/A	N/A
discrete time markov chains	1	N/A	N/A	N/A	N/A	METHOD MD:1
latent dirchlet allocation	1	N/A	N/A	N/A	METHOD MD:1	N/A
single feature presentations	1	N/A	N/A	N/A	N/A	N/A
false negtive	1	N/A	N/A	N/A	N/A	N/A
region of practical equivalence	1	N/A	N/A	N/A	N/A	N/A
world health organizations	1	N/A	N/A	N/A	N/A	N/A
discriminant neighborhood metric learning	1	N/A	N/A	N/A	METHOD MD:1	N/A
least trimmed square	1	N/A	N/A	N/A	N/A	N/A
multiattribute matching problem	1	N/A	N/A	N/A	N/A	N/A
kullback leibner	1	N/A	N/A	N/A	METRIC MC:1	N/A
interactive constraint satisfaction problems	1	N/A	METHOD MD:1	N/A	N/A	N/A
cumulative pairwise distance	1	N/A	N/A	N/A	N/A	N/A
lowest unoccupied molecular orbital	1	N/A	N/A	N/A	N/A	N/A
collection vendor support	1	N/A	N/A	N/A	METRIC MC:1	N/A
dual regularized semi nonnegative matrix tri factorization	1	N/A	N/A	N/A	N/A	N/A
query profile graph	1	N/A	N/A	N/A	N/A	N/A
expression location	1	N/A	N/A	N/A	N/A	N/A
apache portable runtime	1	N/A	N/A	N/A	N/A	N/A
